index,gene_id
559,ENSG00000040199
560,ENSG00000040275
561,ENSG00000040341
562,ENSG00000040487
563,ENSG00000040531
564,ENSG00000040608
565,ENSG00000040633
566,ENSG00000040731
567,ENSG00000040933
568,ENSG00000041353
569,ENSG00000041357
570,ENSG00000041515
571,ENSG00000041802
572,ENSG00000041880
573,ENSG00000041982
574,ENSG00000041988
575,ENSG00000042062
576,ENSG00000042088
577,ENSG00000042286
578,ENSG00000042304
579,ENSG00000042317
580,ENSG00000042429
581,ENSG00000042445
582,ENSG00000042493
583,ENSG00000042753
584,ENSG00000042781
585,ENSG00000042813
586,ENSG00000042832
587,ENSG00000042980
588,ENSG00000043039
589,ENSG00000043093
590,ENSG00000043143
591,ENSG00000043355
592,ENSG00000043462
593,ENSG00000043514
594,ENSG00000043591
595,ENSG00000044012
596,ENSG00000044090
597,ENSG00000044115
598,ENSG00000044446
599,ENSG00000044459
600,ENSG00000044524
601,ENSG00000044574
602,ENSG00000046604
603,ENSG00000046647
604,ENSG00000046651
605,ENSG00000046653
606,ENSG00000046774
607,ENSG00000046889
608,ENSG00000047056
609,ENSG00000047188
610,ENSG00000047230
611,ENSG00000047249
612,ENSG00000047315
613,ENSG00000047346
614,ENSG00000047365
615,ENSG00000047410
616,ENSG00000047457
617,ENSG00000047578
618,ENSG00000047579
619,ENSG00000047597
620,ENSG00000047617
621,ENSG00000047621
622,ENSG00000047634
623,ENSG00000047644
624,ENSG00000047648
625,ENSG00000047662
626,ENSG00000047849
627,ENSG00000047932
628,ENSG00000047936
629,ENSG00000048028
630,ENSG00000048052
631,ENSG00000048140
632,ENSG00000048162
633,ENSG00000048342
634,ENSG00000048392
635,ENSG00000048405
636,ENSG00000048462
637,ENSG00000048471
638,ENSG00000048540
639,ENSG00000048544
640,ENSG00000048545
641,ENSG00000048649
642,ENSG00000048707
643,ENSG00000048740
644,ENSG00000048828
645,ENSG00000048991
646,ENSG00000049089
647,ENSG00000049130
648,ENSG00000049167
649,ENSG00000049192
650,ENSG00000049239
651,ENSG00000049245
652,ENSG00000049246
653,ENSG00000049247
654,ENSG00000049249
655,ENSG00000049283
656,ENSG00000049323
657,ENSG00000049449
658,ENSG00000049540
659,ENSG00000049541
660,ENSG00000049618
661,ENSG00000049656
662,ENSG00000049759
663,ENSG00000049768
664,ENSG00000049769
665,ENSG00000049860
666,ENSG00000049883
667,ENSG00000050030
668,ENSG00000050130
669,ENSG00000050165
670,ENSG00000050327
671,ENSG00000050344
672,ENSG00000050393
673,ENSG00000050405
674,ENSG00000050426
675,ENSG00000050438
676,ENSG00000050555
677,ENSG00000050628
678,ENSG00000050730
679,ENSG00000050748
680,ENSG00000050767
681,ENSG00000050820
682,ENSG00000051009
683,ENSG00000051108
684,ENSG00000051128
685,ENSG00000051180
686,ENSG00000051341
687,ENSG00000051382
688,ENSG00000051523
689,ENSG00000051596
690,ENSG00000051620
691,ENSG00000051825
692,ENSG00000052126
693,ENSG00000052344
694,ENSG00000052723
695,ENSG00000052749
696,ENSG00000052795
697,ENSG00000052802
698,ENSG00000052841
699,ENSG00000052850
700,ENSG00000053108
701,ENSG00000053254
702,ENSG00000053328
703,ENSG00000053371
704,ENSG00000053372
705,ENSG00000053438
706,ENSG00000053501
707,ENSG00000053524
708,ENSG00000053702
709,ENSG00000053747
710,ENSG00000053770
711,ENSG00000053900
712,ENSG00000053918
713,ENSG00000054116
714,ENSG00000054118
715,ENSG00000054148
716,ENSG00000054179
717,ENSG00000054219
718,ENSG00000054267
719,ENSG00000054277
720,ENSG00000054282
721,ENSG00000054356
722,ENSG00000054392
723,ENSG00000054523
724,ENSG00000054598
725,ENSG00000054611
726,ENSG00000054654
727,ENSG00000054690
728,ENSG00000054793
729,ENSG00000054796
730,ENSG00000054803
731,ENSG00000054938
732,ENSG00000054965
733,ENSG00000054967
734,ENSG00000054983
735,ENSG00000055044
736,ENSG00000055070
737,ENSG00000055118
738,ENSG00000055130
739,ENSG00000055147
740,ENSG00000055163
741,ENSG00000055208
742,ENSG00000055211
743,ENSG00000055332
744,ENSG00000055483
745,ENSG00000055609
746,ENSG00000055732
747,ENSG00000055813
748,ENSG00000055917
749,ENSG00000055950
750,ENSG00000055955
751,ENSG00000055957
752,ENSG00000056050
753,ENSG00000056097
754,ENSG00000056277
755,ENSG00000056291
756,ENSG00000056487
757,ENSG00000056558
758,ENSG00000056586
759,ENSG00000056736
760,ENSG00000056972
761,ENSG00000056998
762,ENSG00000057019
763,ENSG00000057149
764,ENSG00000057252
765,ENSG00000057294
766,ENSG00000057468
767,ENSG00000057593
768,ENSG00000057608
769,ENSG00000057657
770,ENSG00000057663
771,ENSG00000057704
772,ENSG00000057757
773,ENSG00000057935
774,ENSG00000058056
775,ENSG00000058063
776,ENSG00000058085
777,ENSG00000058091
778,ENSG00000058262
779,ENSG00000058272
780,ENSG00000058335
781,ENSG00000058404
782,ENSG00000058453
783,ENSG00000058600
784,ENSG00000058668
785,ENSG00000058673
786,ENSG00000058729
787,ENSG00000058799
788,ENSG00000058804
789,ENSG00000058866
790,ENSG00000059122
791,ENSG00000059145
792,ENSG00000059377
793,ENSG00000059378
794,ENSG00000059573
795,ENSG00000059588
796,ENSG00000059691
797,ENSG00000059728
798,ENSG00000059758
799,ENSG00000059769
800,ENSG00000059804
801,ENSG00000059915
802,ENSG00000060069
803,ENSG00000060138
804,ENSG00000060140
805,ENSG00000060237
806,ENSG00000060339
807,ENSG00000060491
808,ENSG00000060558
809,ENSG00000060566
810,ENSG00000060642
811,ENSG00000060656
812,ENSG00000060688
813,ENSG00000060709
814,ENSG00000060718
815,ENSG00000060749
816,ENSG00000060762
817,ENSG00000060971
818,ENSG00000060982
819,ENSG00000061273
820,ENSG00000061337
821,ENSG00000061455
822,ENSG00000061492
823,ENSG00000061656
824,ENSG00000061676
825,ENSG00000061794
826,ENSG00000061918
827,ENSG00000061936
828,ENSG00000061938
829,ENSG00000061987
830,ENSG00000062038
831,ENSG00000062096
832,ENSG00000062194
833,ENSG00000062282
834,ENSG00000062370
835,ENSG00000062485
836,ENSG00000062524
837,ENSG00000062582
838,ENSG00000062598
839,ENSG00000062650
840,ENSG00000062716
841,ENSG00000062725
842,ENSG00000062822
843,ENSG00000063015
844,ENSG00000063046
845,ENSG00000063127
846,ENSG00000063169
847,ENSG00000063176
848,ENSG00000063177
849,ENSG00000063180
850,ENSG00000063241
851,ENSG00000063244
852,ENSG00000063245
853,ENSG00000063322
854,ENSG00000063438
855,ENSG00000063515
856,ENSG00000063587
857,ENSG00000063601
858,ENSG00000063660
859,ENSG00000063761
860,ENSG00000063854
861,ENSG00000063978
862,ENSG00000064012
863,ENSG00000064042
864,ENSG00000064102
865,ENSG00000064115
866,ENSG00000064195
867,ENSG00000064199
868,ENSG00000064201
869,ENSG00000064205
870,ENSG00000064218
871,ENSG00000064225
872,ENSG00000064270
873,ENSG00000064300
874,ENSG00000064309
875,ENSG00000064313
876,ENSG00000064393
877,ENSG00000064419
878,ENSG00000064490
879,ENSG00000064545
880,ENSG00000064547
881,ENSG00000064601
882,ENSG00000064607
883,ENSG00000064651
884,ENSG00000064652
885,ENSG00000064655
886,ENSG00000064666
887,ENSG00000064687
888,ENSG00000064692
889,ENSG00000064703
890,ENSG00000064726
891,ENSG00000064763
892,ENSG00000064787
893,ENSG00000064835
894,ENSG00000064886
895,ENSG00000064932
896,ENSG00000064933
897,ENSG00000064961
898,ENSG00000064989
899,ENSG00000064995
900,ENSG00000064999
901,ENSG00000065000
902,ENSG00000065029
903,ENSG00000065054
904,ENSG00000065057
905,ENSG00000065060
906,ENSG00000065135
907,ENSG00000065150
908,ENSG00000065154
909,ENSG00000065183
910,ENSG00000065243
911,ENSG00000065268
912,ENSG00000065308
913,ENSG00000065320
914,ENSG00000065325
915,ENSG00000065328
916,ENSG00000065357
917,ENSG00000065361
918,ENSG00000065371
919,ENSG00000065413
920,ENSG00000065427
921,ENSG00000065457
922,ENSG00000065485
923,ENSG00000065491
924,ENSG00000065518
925,ENSG00000065526
926,ENSG00000065534
927,ENSG00000065548
928,ENSG00000065559
929,ENSG00000065600
930,ENSG00000065609
931,ENSG00000065613
932,ENSG00000065615
933,ENSG00000065618
934,ENSG00000065621
935,ENSG00000065665
936,ENSG00000065675
937,ENSG00000065717
938,ENSG00000065802
939,ENSG00000065809
940,ENSG00000065833
941,ENSG00000065882
942,ENSG00000065883
943,ENSG00000065911
944,ENSG00000065923
945,ENSG00000065970
946,ENSG00000065978
947,ENSG00000065989
948,ENSG00000066027
949,ENSG00000066032
950,ENSG00000066044
951,ENSG00000066056
952,ENSG00000066084
953,ENSG00000066117
954,ENSG00000066135
955,ENSG00000066136
956,ENSG00000066185
957,ENSG00000066230
958,ENSG00000066248
959,ENSG00000066279
960,ENSG00000066294
961,ENSG00000066322
962,ENSG00000066336
963,ENSG00000066379
964,ENSG00000066382
965,ENSG00000066405
966,ENSG00000066422
967,ENSG00000066427
968,ENSG00000066455
969,ENSG00000066468
970,ENSG00000066557
971,ENSG00000066583
972,ENSG00000066629
973,ENSG00000066651
974,ENSG00000066654
975,ENSG00000066697
976,ENSG00000066735
977,ENSG00000066739
978,ENSG00000066777
979,ENSG00000066813
980,ENSG00000066827
981,ENSG00000066855
982,ENSG00000066923
983,ENSG00000066926
984,ENSG00000066933
985,ENSG00000067048
986,ENSG00000067057
987,ENSG00000067064
988,ENSG00000067066
989,ENSG00000067082
990,ENSG00000067113
991,ENSG00000067141
992,ENSG00000067167
993,ENSG00000067177
994,ENSG00000067182
995,ENSG00000067191
996,ENSG00000067208
997,ENSG00000067221
998,ENSG00000067225
999,ENSG00000067248
1000,ENSG00000067334
1001,ENSG00000067365
1002,ENSG00000067369
1003,ENSG00000067445
1004,ENSG00000067533
1005,ENSG00000067560
1006,ENSG00000067596
1007,ENSG00000067606
1008,ENSG00000067646
1009,ENSG00000067704
1010,ENSG00000067715
1011,ENSG00000067798
1012,ENSG00000067829
1013,ENSG00000067836
1014,ENSG00000067840
1015,ENSG00000067842
1016,ENSG00000067900
1017,ENSG00000067955
1018,ENSG00000067992
1019,ENSG00000068001
1020,ENSG00000068024
1021,ENSG00000068028
1022,ENSG00000068078
1023,ENSG00000068079
1024,ENSG00000068097
1025,ENSG00000068120
1026,ENSG00000068137
1027,ENSG00000068305
1028,ENSG00000068308
1029,ENSG00000068323
1030,ENSG00000068354
1031,ENSG00000068366
1032,ENSG00000068383
1033,ENSG00000068394
1034,ENSG00000068400
1035,ENSG00000068438
1036,ENSG00000068489
1037,ENSG00000068615
1038,ENSG00000068650
1039,ENSG00000068654
1040,ENSG00000068697
1041,ENSG00000068724
1042,ENSG00000068745
1043,ENSG00000068781
1044,ENSG00000068784
1045,ENSG00000068796
1046,ENSG00000068831
1047,ENSG00000068878
1048,ENSG00000068885
1049,ENSG00000068903
1050,ENSG00000068912
1051,ENSG00000068971
1052,ENSG00000068976
1053,ENSG00000068985
1054,ENSG00000069011
1055,ENSG00000069018
1056,ENSG00000069020
1057,ENSG00000069122
1058,ENSG00000069188
1059,ENSG00000069206
1060,ENSG00000069248
1061,ENSG00000069275
1062,ENSG00000069329
1063,ENSG00000069345
1064,ENSG00000069399
1065,ENSG00000069424
1066,ENSG00000069431
1067,ENSG00000069482
1068,ENSG00000069493
1069,ENSG00000069509
1070,ENSG00000069535
1071,ENSG00000069667
1072,ENSG00000069696
1073,ENSG00000069702
1074,ENSG00000069764
1075,ENSG00000069812
1076,ENSG00000069849
1077,ENSG00000069869
1078,ENSG00000069943
1079,ENSG00000069956
1080,ENSG00000069966
1081,ENSG00000069974
1082,ENSG00000069998
1083,ENSG00000070010
1084,ENSG00000070018
1085,ENSG00000070019
1086,ENSG00000070031
1087,ENSG00000070047
1088,ENSG00000070061
1089,ENSG00000070081
1090,ENSG00000070087
1091,ENSG00000070159
1092,ENSG00000070182
1093,ENSG00000070190
1094,ENSG00000070193
1095,ENSG00000070214
1096,ENSG00000070269
1097,ENSG00000070366
1098,ENSG00000070367
1099,ENSG00000070371
1100,ENSG00000070388
1101,ENSG00000070404
1102,ENSG00000070413
1103,ENSG00000070423
1104,ENSG00000070444
1105,ENSG00000070476
1106,ENSG00000070495
1107,ENSG00000070501
1108,ENSG00000070526
1109,ENSG00000070540
1110,ENSG00000070601
1111,ENSG00000070610
1112,ENSG00000070614
1113,ENSG00000070669
1114,ENSG00000070718
1115,ENSG00000070729
1116,ENSG00000070731
1117,ENSG00000070748
1118,ENSG00000070756
1119,ENSG00000070759
1120,ENSG00000070761
1121,ENSG00000070770
1122,ENSG00000070778
1123,ENSG00000070785
1124,ENSG00000070808
1125,ENSG00000070814
1126,ENSG00000070831
1127,ENSG00000070882
1128,ENSG00000070886
1129,ENSG00000070915
1130,ENSG00000070950
1131,ENSG00000070961
1132,ENSG00000070985
1133,ENSG00000071051
1134,ENSG00000071054
1135,ENSG00000071073
1136,ENSG00000071082
1137,ENSG00000071127
1138,ENSG00000071189
1139,ENSG00000071203
1140,ENSG00000071205
1141,ENSG00000071242
1142,ENSG00000071243
1143,ENSG00000071246
1144,ENSG00000071282
1145,ENSG00000071462
1146,ENSG00000071537
1147,ENSG00000071539
1148,ENSG00000071553
1149,ENSG00000071564
1150,ENSG00000071575
1151,ENSG00000071626
1152,ENSG00000071655
1153,ENSG00000071677
1154,ENSG00000071794
1155,ENSG00000071859
1156,ENSG00000071889
1157,ENSG00000071894
1158,ENSG00000071909
1159,ENSG00000071967
1160,ENSG00000071991
1161,ENSG00000071994
1162,ENSG00000072041
1163,ENSG00000072042
1164,ENSG00000072062
1165,ENSG00000072071
1166,ENSG00000072080
1167,ENSG00000072110
1168,ENSG00000072121
1169,ENSG00000072133
1170,ENSG00000072134
1171,ENSG00000072135
1172,ENSG00000072163
1173,ENSG00000072182
1174,ENSG00000072195
1175,ENSG00000072201
1176,ENSG00000072210
1177,ENSG00000072274
1178,ENSG00000072310
1179,ENSG00000072315
1180,ENSG00000072364
1181,ENSG00000072401
1182,ENSG00000072415
1183,ENSG00000072422
1184,ENSG00000072501
1185,ENSG00000072506
1186,ENSG00000072518
1187,ENSG00000072571
1188,ENSG00000072609
1189,ENSG00000072657
1190,ENSG00000072682
1191,ENSG00000072694
1192,ENSG00000072736
1193,ENSG00000072756
1194,ENSG00000072778
1195,ENSG00000072786
1196,ENSG00000072803
1197,ENSG00000072818
1198,ENSG00000072832
1199,ENSG00000072840
1200,ENSG00000072849
1201,ENSG00000072858
1202,ENSG00000072864
1203,ENSG00000072952
1204,ENSG00000072954
1205,ENSG00000072958
1206,ENSG00000073008
1207,ENSG00000073050
1208,ENSG00000073060
1209,ENSG00000073067
1210,ENSG00000073111
1211,ENSG00000073146
1212,ENSG00000073150
1213,ENSG00000073169
1214,ENSG00000073282
1215,ENSG00000073331
1216,ENSG00000073350
1217,ENSG00000073417
1218,ENSG00000073464
1219,ENSG00000073536
1220,ENSG00000073578
1221,ENSG00000073584
1222,ENSG00000073598
1223,ENSG00000073605
1224,ENSG00000073614
1225,ENSG00000073670
1226,ENSG00000073711
1227,ENSG00000073712
1228,ENSG00000073734
1229,ENSG00000073737
1230,ENSG00000073754
1231,ENSG00000073756
1232,ENSG00000073792
1233,ENSG00000073803
1234,ENSG00000073849
1235,ENSG00000073861
1236,ENSG00000073910
1237,ENSG00000073921
1238,ENSG00000073969
1239,ENSG00000074047
1240,ENSG00000074054
1241,ENSG00000074071
1242,ENSG00000074181
1243,ENSG00000074201
1244,ENSG00000074211
1245,ENSG00000074219
1246,ENSG00000074266
1247,ENSG00000074276
